"","Sex","Length","Diameter","Height","Whole_weight","Shucked_weight","Viscera_weight","Shell_weight"
"2372","M",0.6,0.475,0.155,1.1385,0.502,0.2295,0.31
"2373","F",0.61,0.48,0.16,1.234,0.598,0.238,0.315
"2374","F",0.61,0.495,0.175,1.2635,0.53,0.315,0.3455
"2375","F",0.61,0.47,0.16,1.0745,0.4925,0.236,0.29
"2376","M",0.615,0.505,0.19,1.403,0.6715,0.2925,0.365
"2377","M",0.62,0.485,0.165,1.1325,0.5235,0.2505,0.2825
"2378","F",0.625,0.495,0.16,1.1115,0.4495,0.2825,0.345
"2379","F",0.625,0.47,0.17,1.255,0.525,0.2415,0.405
"2380","M",0.625,0.485,0.17,1.437,0.5855,0.293,0.475
"2381","M",0.635,0.495,0.155,1.3635,0.583,0.2985,0.295
"2382","F",0.64,0.48,0.195,1.1435,0.4915,0.2345,0.353
"2383","M",0.64,0.5,0.17,1.4545,0.642,0.3575,0.354
"2384","M",0.66,0.525,0.18,1.478,0.5815,0.381,0.372
"2385","F",0.665,0.52,0.165,1.6885,0.7295,0.407,0.4265
"2386","F",0.715,0.585,0.23,2.0725,0.8655,0.4095,0.565
"2387","M",0.72,0.565,0.2,1.787,0.718,0.385,0.529
"2388","F",0.725,0.58,0.185,1.523,0.8045,0.3595,0.4375
"2389","F",0.505,0.475,0.16,1.1155,0.509,0.239,0.3065
"2390","F",0.53,0.42,0.14,0.627,0.2905,0.1165,0.183
"2391","M",0.535,0.42,0.16,0.7465,0.348,0.1515,0.2185
"2392","M",0.55,0.44,0.16,0.985,0.4645,0.201,0.27
"2393","M",0.555,0.44,0.145,0.85,0.4165,0.1685,0.23
"2394","M",0.555,0.44,0.15,0.838,0.4155,0.146,0.23
"2395","F",0.555,0.43,0.135,0.812,0.4055,0.163,0.2215
"2396","M",0.56,0.415,0.13,0.7615,0.3695,0.17,0.1955
"2397","M",0.575,0.44,0.145,0.87,0.3945,0.2195,0.225
"2398","F",0.585,0.45,0.145,0.9835,0.4845,0.242,0.22
"2399","M",0.59,0.46,0.145,0.929,0.38,0.24,0.255
"2400","F",0.595,0.47,0.165,1.0155,0.491,0.1905,0.289
"2401","M",0.6,0.41,0.145,0.939,0.4475,0.196,0.268
"2402","M",0.6,0.475,0.16,1.164,0.5045,0.2635,0.335
"2403","M",0.61,0.47,0.175,1.214,0.5315,0.2835,0.325
"2404","F",0.615,0.49,0.19,1.1345,0.4695,0.257,0.348
"2405","F",0.62,0.51,0.18,1.233,0.592,0.274,0.322
"2406","M",0.625,0.495,0.18,1.0815,0.4715,0.254,0.3135
"2407","M",0.625,0.47,0.175,1.179,0.605,0.258,0.271
"2408","F",0.64,0.5,0.165,1.1635,0.554,0.239,0.32
"2409","F",0.64,0.475,0.175,1.1545,0.4865,0.341,0.288
"2410","F",0.645,0.52,0.175,1.3345,0.667,0.2665,0.355
"2411","M",0.65,0.505,0.18,1.469,0.7115,0.3335,0.38
"2412","M",0.655,0.52,0.18,1.492,0.7185,0.36,0.355
"2413","F",0.655,0.54,0.175,1.5585,0.7285,0.402,0.385
"2414","F",0.66,0.5,0.175,1.3275,0.556,0.2805,0.4085
"2415","M",0.67,0.525,0.18,1.6615,0.8005,0.3645,0.43
"2416","F",0.69,0.525,0.19,1.492,0.6425,0.3905,0.42
"2417","F",0.7,0.575,0.2,1.7365,0.7755,0.3965,0.461
"2418","F",0.7,0.56,0.175,1.6605,0.8605,0.3275,0.398
"2419","M",0.71,0.57,0.195,1.348,0.8985,0.4435,0.4535
"2420","M",0.715,0.545,0.18,1.7405,0.871,0.347,0.449
"2421","F",0.72,0.545,0.185,1.7185,0.7925,0.401,0.468
"2422","M",0.435,0.335,0.11,0.4385,0.2075,0.0715,0.1315
"2423","F",0.495,0.37,0.12,0.594,0.28,0.11,0.1375
"2424","M",0.505,0.39,0.115,0.5585,0.2575,0.119,0.1535
"2425","M",0.535,0.415,0.135,0.78,0.3165,0.169,0.2365
"2426","F",0.565,0.45,0.175,1.2365,0.5305,0.2455,0.308
"2427","M",0.57,0.47,0.155,1.186,0.6355,0.2315,0.277
"2428","F",0.57,0.42,0.16,0.8875,0.4315,0.1915,0.223
"2429","F",0.575,0.475,0.16,0.895,0.3605,0.221,0.271
"2430","M",0.575,0.45,0.155,0.886,0.3605,0.211,0.2575
"2431","M",0.58,0.47,0.165,1.041,0.54,0.166,0.279
"2432","F",0.585,0.465,0.165,0.9355,0.4035,0.2275,0.259
"2433","F",0.585,0.46,0.165,1.058,0.486,0.25,0.294
"2434","F",0.595,0.465,0.145,0.7955,0.3425,0.1795,0.2425
"2435","F",0.6,0.47,0.17,1.0805,0.4995,0.2245,0.3205
"2436","M",0.6,0.47,0.15,0.928,0.4225,0.183,0.275
"2437","F",0.6,0.475,0.155,1.059,0.441,0.19,0.39
"2438","M",0.6,0.475,0.23,1.157,0.522,0.2235,0.36
"2439","F",0.6,0.475,0.17,1.088,0.4905,0.2475,0.31
"2440","F",0.6,0.485,0.145,0.776,0.3545,0.1585,0.239
"2441","F",0.62,0.48,0.165,1.043,0.4835,0.221,0.31
"2442","M",0.625,0.48,0.16,1.1415,0.5795,0.2145,0.29
"2443","F",0.625,0.475,0.16,1.3335,0.605,0.2875,0.319
"2444","F",0.625,0.5,0.175,1.273,0.564,0.302,0.374
"2445","M",0.625,0.49,0.165,1.1835,0.517,0.2375,0.39
"2446","M",0.625,0.485,0.16,1.2135,0.631,0.2235,0.302
"2447","M",0.635,0.495,0.17,1.3695,0.657,0.3055,0.365
"2448","M",0.65,0.515,0.185,1.3745,0.75,0.1805,0.369
"2449","M",0.65,0.515,0.18,1.463,0.658,0.3135,0.4115
"2450","F",0.65,0.52,0.195,1.6275,0.689,0.3905,0.432
"2451","F",0.65,0.475,0.165,1.3875,0.58,0.3485,0.3095
"2452","M",0.655,0.525,0.16,1.46,0.686,0.311,0.405
"2453","F",0.655,0.53,0.165,1.2835,0.583,0.1255,0.4
"2454","F",0.66,0.5,0.155,1.3765,0.6485,0.288,0.335
"2455","M",0.66,0.515,0.2,1.6465,0.749,0.422,0.401
"2456","M",0.675,0.515,0.145,1.265,0.6025,0.299,0.325
"2457","M",0.685,0.53,0.17,1.56,0.647,0.383,0.465
"2458","M",0.715,0.52,0.18,1.6,0.708,0.3525,0.445
"2459","M",0.735,0.555,0.22,2.333,1.2395,0.3645,0.6195
"2460","F",0.51,0.375,0.11,0.5805,0.2865,0.118,0.148
"2461","M",0.515,0.39,0.14,0.678,0.341,0.1325,0.119
"2462","M",0.545,0.43,0.155,0.8035,0.409,0.144,0.228
"2463","F",0.555,0.405,0.12,0.913,0.4585,0.196,0.2065
"2464","M",0.58,0.45,0.16,0.8675,0.3935,0.221,0.215
"2465","F",0.59,0.465,0.17,1.0425,0.4635,0.24,0.27
"2466","M",0.6,0.46,0.18,1.14,0.423,0.2575,0.365
"2467","F",0.61,0.49,0.17,1.3475,0.7045,0.25,0.3045
"2468","M",0.615,0.475,0.155,1.0735,0.4375,0.2585,0.31
"2469","M",0.615,0.475,0.19,1.4335,0.7315,0.305,0.3285
"2470","M",0.615,0.495,0.2,1.304,0.5795,0.3115,0.371
"2471","M",0.62,0.46,0.16,0.9505,0.4915,0.2,0.228
"2472","M",0.63,0.515,0.17,1.385,0.6355,0.2955,0.38
"2473","F",0.64,0.5,0.17,1.12,0.4955,0.2645,0.32
"2474","F",0.64,0.5,0.17,1.2645,0.565,0.3375,0.315
"2475","F",0.655,0.455,0.17,1.275,0.583,0.303,0.333
"2476","M",0.655,0.505,0.165,1.27,0.6035,0.262,0.335
"2477","M",0.66,0.53,0.175,1.583,0.7395,0.3505,0.405
"2478","F",0.665,0.5,0.175,1.4355,0.643,0.345,0.37
"2479","F",0.67,0.525,0.195,1.42,0.573,0.368,0.3905
"2480","M",0.69,0.53,0.19,1.5955,0.678,0.331,0.48
"2481","M",0.715,0.525,0.2,1.89,0.95,0.436,0.4305
"2482","F",0.735,0.565,0.225,2.037,0.87,0.5145,0.5675
"2483","F",0.525,0.425,0.14,0.8735,0.4205,0.182,0.2225
"2484","M",0.53,0.41,0.125,0.769,0.346,0.173,0.215
"2485","M",0.535,0.405,0.14,0.7315,0.336,0.156,0.19
"2486","M",0.545,0.41,0.14,0.737,0.349,0.15,0.212
"2487","F",0.545,0.41,0.125,0.654,0.2945,0.1315,0.205
"2488","F",0.585,0.42,0.155,1.034,0.437,0.2225,0.32
"2489","F",0.585,0.465,0.145,0.9855,0.4325,0.2145,0.2845
"2490","M",0.59,0.465,0.135,0.9895,0.4235,0.199,0.28
"2491","F",0.595,0.44,0.135,0.964,0.5005,0.1715,0.2575
"2492","F",0.595,0.46,0.155,1.0455,0.4565,0.24,0.3085
"2493","F",0.595,0.45,0.165,1.081,0.49,0.2525,0.279
"2494","M",0.6,0.47,0.16,1.012,0.441,0.2015,0.305
"2495","F",0.6,0.5,0.16,1.122,0.5095,0.256,0.309
"2496","M",0.605,0.49,0.165,1.1245,0.492,0.222,0.3555
"2497","F",0.605,0.49,0.15,1.1345,0.4305,0.2525,0.35
"2498","M",0.61,0.45,0.19,1.0805,0.517,0.2495,0.2935
"2499","F",0.61,0.495,0.165,1.0835,0.4525,0.273,0.317
"2500","M",0.615,0.47,0.175,1.242,0.5675,0.287,0.317
"2501","M",0.62,0.5,0.18,1.3915,0.726,0.2795,0.332
"2502","M",0.62,0.525,0.155,1.085,0.454,0.1965,0.35
"2503","M",0.62,0.48,0.165,1.0855,0.481,0.2575,0.305
"2504","F",0.625,0.485,0.135,1.3025,0.61,0.2675,0.3605
"2505","F",0.63,0.505,0.195,1.306,0.516,0.3305,0.375
"2506","M",0.64,0.5,0.175,1.273,0.5065,0.2925,0.405
"2507","M",0.645,0.51,0.19,1.4865,0.6445,0.296,0.425
"2508","M",0.65,0.52,0.17,1.3655,0.6155,0.2885,0.36
"2509","M",0.65,0.495,0.17,1.276,0.6215,0.2305,0.399
"2510","M",0.65,0.495,0.16,1.2075,0.55,0.2695,0.32
"2511","F",0.65,0.52,0.195,1.281,0.5985,0.246,0.3825
"2512","M",0.65,0.525,0.205,1.4275,0.69,0.306,0.4355
"2513","M",0.65,0.51,0.175,1.155,0.4955,0.2025,0.385
"2514","F",0.65,0.51,0.175,1.35,0.575,0.3155,0.3885
"2515","M",0.65,0.525,0.19,1.3685,0.5975,0.296,0.4
"2516","F",0.66,0.53,0.17,1.431,0.622,0.309,0.398
"2517","M",0.66,0.51,0.18,1.261,0.5,0.2335,0.339
"2518","F",0.665,0.54,0.195,1.764,0.8505,0.3615,0.47
"2519","F",0.67,0.51,0.155,1.278,0.5605,0.3045,0.358
"2520","M",0.67,0.54,0.195,1.217,0.532,0.2735,0.3315
"2521","F",0.67,0.54,0.2,1.46,0.6435,0.328,0.4165
"2522","F",0.675,0.535,0.185,1.5575,0.7035,0.402,0.4
"2523","M",0.675,0.51,0.17,1.527,0.809,0.318,0.341
"2524","F",0.675,0.53,0.195,1.4985,0.62,0.375,0.425
"2525","M",0.685,0.55,0.19,1.885,0.89,0.41,0.4895
"2526","M",0.685,0.535,0.175,1.432,0.637,0.247,0.46
"2527","M",0.705,0.55,0.21,1.4385,0.655,0.3255,0.462
"2528","F",0.705,0.53,0.17,1.564,0.612,0.394,0.44
"2529","M",0.71,0.555,0.175,2.14,1.2455,0.3725,0.434
"2530","F",0.725,0.56,0.185,1.792,0.873,0.367,0.435
"2531","M",0.78,0.6,0.21,2.548,1.1945,0.5745,0.6745
"2532","F",0.38,0.32,0.115,0.6475,0.323,0.1325,0.164
"2533","M",0.43,0.31,0.13,0.6485,0.2735,0.163,0.184
"2534","F",0.485,0.365,0.15,0.9145,0.4145,0.199,0.273
"2535","M",0.495,0.375,0.155,0.976,0.45,0.2285,0.2475
"2536","M",0.505,0.4,0.15,0.775,0.3445,0.157,0.185
"2537","M",0.51,0.38,0.135,0.681,0.3435,0.142,0.17
"2538","M",0.515,0.37,0.115,0.6145,0.3415,0.155,0.146
"2539","F",0.55,0.415,0.18,1.1655,0.502,0.301,0.311
"2540","F",0.575,0.42,0.19,1.764,0.914,0.377,0.4095
"2541","M",0.605,0.455,0.16,1.1215,0.533,0.273,0.271
"2542","M",0.615,0.505,0.165,1.167,0.4895,0.2955,0.345
"2543","M",0.615,0.475,0.15,1.0375,0.476,0.2325,0.283
"2544","M",0.625,0.48,0.18,1.223,0.565,0.2975,0.3375
"2545","M",0.625,0.47,0.15,1.124,0.556,0.2315,0.287
"2546","F",0.635,0.505,0.17,1.2635,0.512,0.322,0.355
"2547","F",0.65,0.525,0.165,1.238,0.647,0.2485,0.3005
"2548","F",0.65,0.5,0.17,1.4045,0.694,0.318,0.3235
"2549","F",0.67,0.525,0.195,1.37,0.6065,0.2955,0.407
"2550","F",0.695,0.525,0.205,1.8185,0.819,0.4025,0.4525
"2551","F",0.705,0.555,0.195,1.7525,0.7105,0.4215,0.516
"2552","M",0.53,0.425,0.155,0.7905,0.307,0.171,0.2595
"2553","M",0.53,0.425,0.13,0.702,0.2975,0.1395,0.22
"2554","M",0.53,0.42,0.135,0.675,0.294,0.156,0.1825
"2555","F",0.555,0.44,0.14,0.846,0.346,0.1715,0.2735
"2556","M",0.555,0.46,0.16,0.86,0.3345,0.1935,0.275
"2557","M",0.56,0.465,0.145,0.8875,0.3345,0.22,0.2695
"2558","F",0.56,0.43,0.145,0.898,0.3895,0.2325,0.245
"2559","M",0.575,0.465,0.12,1.0535,0.516,0.2185,0.235
"2560","F",0.575,0.46,0.15,0.927,0.333,0.207,0.2985
"2561","M",0.58,0.45,0.155,0.8275,0.321,0.1975,0.2445
"2562","F",0.585,0.42,0.155,0.9845,0.442,0.2155,0.2875
"2563","M",0.585,0.47,0.145,0.9565,0.4025,0.2365,0.265
"2564","M",0.595,0.48,0.185,1.1785,0.526,0.2975,0.314
"2565","M",0.615,0.48,0.185,1.2205,0.4985,0.315,0.33
"2566","M",0.615,0.455,0.13,0.9685,0.49,0.182,0.2655
"2567","F",0.62,0.5,0.175,1.107,0.4895,0.24,0.343
"2568","M",0.62,0.48,0.155,1.2555,0.527,0.374,0.3175
"2569","M",0.625,0.495,0.155,1.177,0.5055,0.278,0.345
"2570","M",0.625,0.5,0.185,1.2425,0.5995,0.248,0.335
"2571","M",0.63,0.49,0.16,1.09,0.407,0.224,0.354
"2572","F",0.63,0.475,0.15,1.072,0.433,0.2975,0.315
"2573","F",0.645,0.51,0.155,1.129,0.5015,0.24,0.342
"2574","F",0.65,0.505,0.175,1.2075,0.5105,0.262,0.39
"2575","F",0.65,0.495,0.175,1.227,0.528,0.258,0.37
"2576","F",0.655,0.52,0.175,1.472,0.6275,0.27,0.45
"2577","F",0.665,0.525,0.18,1.5785,0.678,0.229,0.456
"2578","M",0.67,0.52,0.175,1.4755,0.6275,0.379,0.374
"2579","M",0.675,0.54,0.175,1.5545,0.6645,0.278,0.512
"2580","F",0.675,0.54,0.21,1.593,0.686,0.318,0.45
"2581","M",0.695,0.58,0.2,1.8995,0.675,0.478,0.5295
"2582","F",0.695,0.535,0.175,1.361,0.5465,0.2815,0.465
"2583","F",0.705,0.56,0.17,1.4575,0.607,0.318,0.44
"2584","M",0.74,0.58,0.205,2.381,0.8155,0.4695,0.488
"2585","M",0.425,0.305,0.11,0.359,0.173,0.0875,0.0975
"2586","F",0.45,0.365,0.115,0.5885,0.318,0.121,0.1325
"2587","M",0.515,0.385,0.13,0.623,0.2855,0.1285,0.175
"2588","F",0.52,0.375,0.135,0.5375,0.221,0.117,0.17
"2589","M",0.555,0.445,0.13,0.8625,0.4225,0.155,0.24
"2590","F",0.61,0.49,0.17,1.137,0.4605,0.2825,0.344
"2591","M",0.465,0.355,0.12,0.5315,0.2725,0.097,0.1395
"2592","M",0.475,0.385,0.12,0.562,0.289,0.0905,0.153
"2593","M",0.565,0.445,0.14,0.836,0.406,0.1605,0.2245
"2594","M",0.57,0.45,0.14,0.9275,0.477,0.1605,0.2515
"2595","M",0.57,0.44,0.145,0.8815,0.3605,0.1955,0.2735
"2596","M",0.595,0.46,0.155,1.03,0.4275,0.207,0.3305
"2597","F",0.605,0.48,0.175,1.1685,0.4815,0.2305,0.356
"2598","F",0.615,0.455,0.135,1.059,0.4735,0.263,0.274
"2599","M",0.62,0.46,0.17,1.127,0.535,0.2635,0.296
"2600","M",0.625,0.47,0.17,1.1665,0.4605,0.2565,0.3945
"2601","F",0.68,0.52,0.185,1.541,0.5985,0.395,0.4575
"2602","M",0.68,0.54,0.195,1.7825,0.5565,0.3235,0.4285
"2603","M",0.68,0.52,0.175,1.543,0.7525,0.351,0.374
"2604","F",0.71,0.555,0.17,1.47,0.5375,0.38,0.431
"2605","M",0.5,0.385,0.12,0.6335,0.2305,0.125,0.235
"2606","F",0.545,0.42,0.175,0.754,0.256,0.1775,0.275
"2607","F",0.46,0.365,0.115,0.4485,0.165,0.083,0.17
"2608","M",0.535,0.41,0.15,0.8105,0.345,0.187,0.24
"2609","M",0.335,0.26,0.075,0.22,0.0855,0.04,0.085
"2610","F",0.425,0.35,0.1,0.4425,0.175,0.0755,0.175
"2611","M",0.41,0.325,0.1,0.3555,0.146,0.072,0.105
"2612","M",0.52,0.425,0.125,0.79,0.372,0.205,0.19
"2613","F",0.53,0.41,0.145,0.8255,0.375,0.204,0.245
"2614","M",0.5,0.42,0.125,0.62,0.255,0.15,0.205
"2615","F",0.615,0.475,0.145,0.9525,0.3915,0.195,0.32
"2616","M",0.575,0.45,0.16,0.955,0.44,0.1685,0.27
"2617","M",0.57,0.45,0.155,0.91,0.326,0.1895,0.355
"2618","M",0.455,0.35,0.105,0.416,0.1625,0.097,0.145
"2619","M",0.445,0.37,0.125,0.515,0.2495,0.087,0.159
"2620","F",0.675,0.535,0.22,1.604,0.6175,0.4255,0.453
"2621","M",0.385,0.3,0.115,0.3435,0.1645,0.085,0.1025
"2622","F",0.375,0.295,0.11,0.3005,0.1255,0.0575,0.1035
"2623","M",0.56,0.44,0.13,0.8255,0.2425,0.202,0.285
"2624","M",0.55,0.41,0.15,0.785,0.282,0.186,0.275
"2625","F",0.57,0.465,0.155,0.9685,0.446,0.261,0.255
"2626","F",0.485,0.4,0.155,0.731,0.236,0.183,0.255
"2627","M",0.41,0.335,0.115,0.4405,0.19,0.085,0.135
"2628","M",0.655,0.515,0.2,1.373,0.443,0.3375,0.49
"2629","F",0.565,0.45,0.165,0.9765,0.322,0.244,0.37
"2630","F",0.57,0.44,0.19,1.018,0.447,0.207,0.265
"2631","F",0.55,0.465,0.15,1.082,0.3575,0.194,0.19
"2632","F",0.63,0.475,0.175,1.423,0.4155,0.3385,0.49
"2633","M",0.475,0.37,0.125,0.655,0.266,0.1725,0.185
"2634","F",0.655,0.5,0.18,1.4155,0.508,0.314,0.445
"2635","M",0.525,0.395,0.165,0.782,0.285,0.1405,0.285
"2636","F",0.525,0.43,0.165,0.717,0.289,0.1745,0.195
"2637","F",0.5,0.39,0.13,0.6355,0.2505,0.1635,0.195
"2638","F",0.44,0.34,0.135,0.3975,0.1505,0.0945,0.135
"2639","F",0.49,0.385,0.16,0.656,0.2455,0.171,0.205
"2640","M",0.545,0.44,0.165,0.744,0.2875,0.204,0.25
"2641","F",0.45,0.36,0.11,0.447,0.203,0.082,0.13
"2642","F",0.515,0.4,0.115,0.578,0.191,0.1445,0.17
"2643","F",0.525,0.41,0.15,0.708,0.274,0.151,0.25
"2644","M",0.295,0.225,0.09,0.1385,0.048,0.046,0.05
"2645","M",0.545,0.45,0.16,0.8615,0.2925,0.1545,0.365
"2646","F",0.645,0.5,0.225,1.626,0.587,0.4055,0.41
"2647","M",0.45,0.355,0.115,0.478,0.18,0.1185,0.155
"2648","F",0.61,0.49,0.17,1.1775,0.5655,0.2385,0.295
"2649","F",0.565,0.455,0.13,1.058,0.439,0.2645,0.3
"2650","F",0.67,0.545,0.16,1.5415,0.5985,0.2565,0.495
"2651","M",0.54,0.425,0.12,0.817,0.2945,0.153,0.195
"2652","F",0.46,0.375,0.12,0.4915,0.2205,0.088,0.17
"2653","F",0.56,0.44,0.155,0.9705,0.4315,0.263,0.255
"2654","F",0.575,0.45,0.1,0.9315,0.431,0.222,0.235
"2655","M",0.62,0.5,0.2,1.221,0.4605,0.263,0.43
"2656","M",0.515,0.4,0.14,0.7365,0.2955,0.184,0.185
"2657","F",0.56,0.46,0.18,0.97,0.342,0.196,0.355
"2658","F",0.5,0.4,0.15,0.8085,0.273,0.112,0.295
"2659","M",0.495,0.38,0.135,0.6295,0.263,0.1425,0.215
"2660","F",0.595,0.5,0.18,1.053,0.4405,0.192,0.39
"2661","M",0.76,0.575,0.19,1.829,0.7035,0.386,0.56
"2662","F",0.615,0.5,0.165,1.1765,0.488,0.244,0.345
"2663","F",0.565,0.46,0.15,0.8765,0.3455,0.1925,0.275
"2664","M",0.445,0.345,0.14,0.476,0.2055,0.1015,0.1085
"2665","F",0.525,0.43,0.125,0.813,0.3315,0.166,0.1775
"2666","M",0.635,0.48,0.235,1.064,0.413,0.228,0.36
"2667","M",0.575,0.47,0.165,0.853,0.292,0.179,0.35
"2668","M",0.38,0.27,0.095,0.219,0.0835,0.0515,0.07
"2669","M",0.245,0.18,0.065,0.0635,0.0245,0.0135,0.02
"2670","F",0.455,0.375,0.125,0.458,0.1985,0.111,0.12
"2671","M",0.455,0.355,0.135,0.4745,0.1865,0.0935,0.168
"2672","F",0.52,0.41,0.16,0.712,0.2845,0.153,0.225
"2673","F",0.645,0.49,0.19,1.3065,0.479,0.3565,0.345
"2674","M",0.295,0.23,0.085,0.125,0.042,0.0285,0.043
"2675","M",0.375,0.28,0.095,0.2225,0.0875,0.043,0.08
"2676","M",0.395,0.28,0.08,0.266,0.0995,0.066,0.09
"2677","F",0.5,0.4,0.165,0.7105,0.27,0.1455,0.225
"2678","F",0.47,0.35,0.115,0.487,0.1955,0.127,0.155
"2679","F",0.65,0.515,0.215,1.498,0.564,0.323,0.425
"2680","F",0.67,0.535,0.185,1.597,0.6275,0.35,0.47
"2681","F",0.49,0.37,0.115,0.541,0.171,0.1175,0.185
"2682","M",0.52,0.41,0.115,0.77,0.263,0.157,0.26
"2683","F",0.475,0.4,0.115,0.541,0.186,0.1025,0.21
"2684","M",0.53,0.425,0.11,0.739,0.237,0.161,0.295
"2685","F",0.35,0.275,0.065,0.205,0.0745,0.0465,0.07
"2686","M",0.555,0.42,0.145,0.8695,0.3075,0.2575,0.25
"2687","M",0.505,0.39,0.105,0.6555,0.2595,0.18,0.19
"2688","F",0.54,0.44,0.16,1.0905,0.391,0.2295,0.355
"2689","F",0.525,0.4,0.115,0.6295,0.2555,0.144,0.18
"2690","M",0.55,0.45,0.175,1.0985,0.3765,0.215,0.4
"2691","M",0.55,0.44,0.16,0.991,0.348,0.168,0.375
"2692","M",0.525,0.41,0.165,0.8005,0.2635,0.1985,0.25
"2693","M",0.475,0.365,0.14,0.6175,0.202,0.1445,0.19
"2694","F",0.53,0.4,0.165,0.772,0.2855,0.1975,0.23
"2695","F",0.525,0.415,0.15,0.7155,0.2355,0.171,0.27
"2696","F",0.53,0.425,0.13,0.717,0.2115,0.166,0.255
"2697","F",0.465,0.39,0.11,0.6355,0.1815,0.157,0.225
"2698","M",0.485,0.385,0.105,0.556,0.296,0.104,0.133
"2699","F",0.515,0.395,0.14,0.686,0.281,0.1255,0.22
"2700","F",0.555,0.44,0.155,1.016,0.4935,0.1855,0.263
"2701","F",0.61,0.5,0.18,1.438,0.5185,0.3735,0.3345
"2702","F",0.68,0.55,0.19,1.807,0.8225,0.3655,0.515
"2703","M",0.69,0.55,0.195,1.777,0.769,0.38,0.4305
"2704","M",0.695,0.55,0.205,2.173,1.133,0.4665,0.496
"2705","F",0.72,0.575,0.195,2.1505,1.0745,0.382,0.585
"2706","M",0.415,0.315,0.12,0.4015,0.199,0.087,0.097
"2707","M",0.485,0.39,0.12,0.599,0.251,0.1345,0.169
"2708","M",0.495,0.375,0.115,0.6245,0.282,0.143,0.155
"2709","F",0.525,0.41,0.115,0.7745,0.416,0.163,0.18
"2710","M",0.565,0.455,0.15,0.9795,0.444,0.205,0.275
"2711","F",0.585,0.45,0.125,0.874,0.3545,0.2075,0.225
"2712","M",0.6,0.465,0.155,1.262,0.6245,0.2455,0.33
"2713","M",0.63,0.48,0.185,1.21,0.53,0.2555,0.322
"2714","F",0.645,0.525,0.17,1.37,0.6135,0.283,0.34
"2715","F",0.655,0.545,0.185,1.759,0.6865,0.313,0.547
"2716","M",0.665,0.515,0.165,1.3855,0.621,0.302,0.3445
"2717","F",0.67,0.52,0.195,1.8065,0.758,0.3735,0.5055
"2718","M",0.67,0.51,0.2,1.5945,0.6705,0.3845,0.4505
"2719","M",0.685,0.51,0.18,1.4545,0.6315,0.3105,0.3725
"2720","M",0.7,0.6,0.23,2.003,0.8105,0.4045,0.5755
"2721","M",0.72,0.6,0.235,2.2385,0.984,0.411,0.621
"2722","M",0.52,0.395,0.125,0.5815,0.2565,0.1265,0.17
"2723","F",0.555,0.43,0.14,0.7545,0.3525,0.1835,0.2015
"2724","M",0.585,0.465,0.15,0.98,0.4315,0.2545,0.247
"2725","F",0.585,0.46,0.15,1.0035,0.503,0.2105,0.2515
"2726","M",0.585,0.455,0.155,1.133,0.5515,0.223,0.305
"2727","M",0.61,0.49,0.16,1.146,0.597,0.246,0.265
"2728","M",0.61,0.475,0.15,1.142,0.62,0.237,0.245
"2729","M",0.615,0.53,0.17,1.12,0.5775,0.2095,0.286
"2730","F",0.62,0.465,0.14,1.011,0.479,0.2385,0.255
"2731","M",0.625,0.505,0.175,1.131,0.5425,0.2265,0.323
"2732","M",0.625,0.48,0.175,1.065,0.4865,0.259,0.285
"2733","M",0.635,0.48,0.145,1.181,0.665,0.229,0.225
"2734","F",0.64,0.525,0.175,1.382,0.646,0.3115,0.37
"2735","M",0.66,0.505,0.19,1.4385,0.6775,0.285,0.178
"2736","M",0.66,0.485,0.155,1.2275,0.61,0.274,0.3
"2737","M",0.66,0.515,0.155,1.4415,0.7055,0.3555,0.335
"2738","F",0.68,0.55,0.175,1.473,0.713,0.282,0.4295
"2739","F",0.69,0.58,0.195,1.658,0.708,0.3615,0.4715
"2740","M",0.72,0.545,0.195,1.7475,0.8215,0.383,0.4705
"2741","M",0.51,0.405,0.125,0.6925,0.327,0.155,0.1805
"2742","F",0.575,0.45,0.12,0.9585,0.447,0.169,0.275
"2743","F",0.575,0.46,0.165,0.9575,0.4815,0.1945,0.236
"2744","F",0.58,0.46,0.135,0.926,0.4025,0.208,0.275
"2745","F",0.58,0.425,0.155,0.873,0.3615,0.249,0.239
"2746","M",0.59,0.45,0.16,0.998,0.445,0.214,0.301
"2747","M",0.6,0.46,0.155,0.6655,0.285,0.149,0.269
"2748","M",0.62,0.485,0.145,1.003,0.4655,0.2195,0.28
"2749","F",0.625,0.495,0.16,1.234,0.6335,0.192,0.35
"2750","M",0.625,0.495,0.155,1.025,0.46,0.1945,0.34
"2751","M",0.625,0.495,0.175,1.2935,0.5805,0.317,0.355
"2752","M",0.625,0.5,0.175,1.0565,0.4615,0.258,0.305
"2753","M",0.625,0.47,0.145,1.7855,0.675,0.247,0.3245
"2754","F",0.625,0.485,0.165,1.2255,0.5075,0.296,0.36
"2755","F",0.635,0.5,0.18,1.2565,0.539,0.292,0.35
"2756","F",0.645,0.5,0.15,1.159,0.4675,0.3355,0.31
"2757","M",0.645,0.51,0.165,1.403,0.5755,0.2515,0.4545
"2758","F",0.69,0.535,0.185,1.826,0.797,0.409,0.499
"2759","F",0.695,0.56,0.185,1.7715,0.8195,0.331,0.437
"2760","M",0.515,0.39,0.12,0.6125,0.302,0.1365,0.1415
"2761","M",0.62,0.465,0.145,0.911,0.375,0.2145,0.278
"2762","M",0.63,0.49,0.15,1.1955,0.5845,0.257,0.3
